dataset,split,group,image,original_split
dataset_2,train,8ee421e2-IMG_20220927_111217,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/8ee421e2-IMG_20220927_111217_flipped_jpg.rf.1033566aa6dd5f119b2eda0ad4bf8f97.jpg,train
dataset_2,train,1729063780882,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780882_jpg.rf.5c1df5d885a201281facac1a38c8661f.jpg,train
dataset_2,train,acced1aa-test_image_26,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/acced1aa-test_image_26_flipped_jpg.rf.8a7d05504ce89ee95bdf9260d9de6390.jpg,train
dataset_2,train,train_4_640_aug_04,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_4_640_aug_04_blur_jpg.rf.18dbc49d3f87103dddcb3b0c4f5cadfa.jpg,train
dataset_2,test,2d8f47f9-test_image_11,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/2d8f47f9-test_image_11_flipped_jpg.rf.cfad56e05385fb86f6390540646eb079.jpg,train
dataset_2,train,e9df6ea5-IMG_20220927_111228,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e9df6ea5-IMG_20220927_111228_flipped_jpg.rf.908f2517eace51527efb29567921db06.jpg,train
dataset_2,test,train_1_640_aug_10,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_1_640_aug_10_combined_4_jpg.rf.a2fa4a9bd18868dc231384b1935e3bed.jpg,train
dataset_2,train,e24beccf-IMG_20220927_111512,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e24beccf-IMG_20220927_111512_jpg.rf.4b32f005295242bea7bd69c764ad6982.jpg,train
dataset_2,train,1729063780843,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780843_jpg.rf.d8977ae3298b961e55bb68ee965b436b.jpg,train
dataset_2,test,c036f7b6-test_image_15,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c036f7b6-test_image_15_flipped_jpg.rf.f64ab50e6478116a31257793d3ac6a48.jpg,train
dataset_2,train,53e17210-test_image_21,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/53e17210-test_image_21_jpg.rf.8a679af59f4411ab9b32ecfef4fb8cb1.jpg,train
dataset_2,train,70b6497f-test_image_84,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/70b6497f-test_image_84_jpg.rf.3f229196ebaf2b87e650fbb8dd4767e8.jpg,train
dataset_2,train,b2c37643-IMG_20220927_110912,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b2c37643-IMG_20220927_110912_jpg.rf.c33d9524943b158f77278ede4c84017f.jpg,train
dataset_2,train,train_1_640_aug_07,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_1_640_aug_07_combined_1_jpg.rf.f0a103e11f41fab13ba473ee64db00be.jpg,train
dataset_2,train,d784b59f-IMG_20220927_164827,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d784b59f-IMG_20220927_164827_jpg.rf.438834c5e3a6a56f3e1175358181d295.jpg,train
dataset_2,train,b765855a-1664350647327,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b765855a-1664350647327_jpg.rf.d1fd28b2669749ed8fb39321463b5f09.jpg,train
dataset_2,train,df6ed014-IMG_20220927_111208,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/df6ed014-IMG_20220927_111208_jpg.rf.742212c538fd37a3afd8767067f10bff.jpg,train
dataset_2,train,5f9ebee9-IMG_20220927_111655,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/5f9ebee9-IMG_20220927_111655_jpg.rf.f7c3f1880e9bd28dbc1325f3479d7bb3.jpg,train
dataset_2,test,1729063780455,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780455_jpg.rf.e697d417f11da4c4ea812dfae9db969c.jpg,train
dataset_2,train,1729063781060,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781060_jpg.rf.f876543d31f011aff6b9b53116ff41e7.jpg,train
dataset_2,train,5a98091c-IMG_20220927_111727,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/5a98091c-IMG_20220927_111727_jpg.rf.197afc4b28cb856ad5630eac70f92804.jpg,train
dataset_2,test,8fd18058-IMG_20220927_164656,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/8fd18058-IMG_20220927_164656_flipped_jpg.rf.0a4ffd20ea2d7caafa070c879bc22830.jpg,train
dataset_2,val,20241018_153840,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/20241018_153840_jpg.rf.dce4b5cc07a4596a8bcced15f3386f4d.jpg,train
dataset_2,test,2d7750e2-IMG_20220927_110903,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/2d7750e2-IMG_20220927_110903_jpg.rf.f864d2371b55f4990e0a08250d07132d.jpg,train
dataset_2,train,c11b5890-IMG_20220927_111110,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c11b5890-IMG_20220927_111110_jpg.rf.391a66c08a5332c3fdf99a82c977c0b2.jpg,train
dataset_2,val,27e34a58-IMG_20220927_111043,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/27e34a58-IMG_20220927_111043_jpg.rf.dc01ca46233db0656b8a13e8a78d01b1.jpg,train
dataset_2,train,c47136ff-IMG_20220927_111159,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c47136ff-IMG_20220927_111159_jpg.rf.af3303393caf364ad6bcd757feec6d92.jpg,train
dataset_2,test,0af4d2c1-IMG_20220927_110912,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/0af4d2c1-IMG_20220927_110912_flipped_jpg.rf.1d5f1581cbeb777cc98a767bb252048b.jpg,train
dataset_2,val,3e3aec93-IMG_20220927_111055,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/3e3aec93-IMG_20220927_111055_jpg.rf.cfe632927ed05e1f352ec8172259aaa0.jpg,train
dataset_2,val,a94fbcb5-test_image_87,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/a94fbcb5-test_image_87_flipped_jpg.rf.b25bc24033411a0d7d2cf6cff6011278.jpg,train
dataset_2,train,ad24efc3-test_image_51,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ad24efc3-test_image_51_jpg.rf.feea445b132551328802592fc9562f7c.jpg,train
dataset_2,train,b0bea841-IMG_20220927_111704,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b0bea841-IMG_20220927_111704_jpg.rf.b43a39eafa283026b04c56b61f7e2320.jpg,train
dataset_2,test,1728981480994,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1728981480994_jpg.rf.38e6c2b6914438a847483aef405d6b78.jpg,train
dataset_2,train,9ec60102-IMG_20220927_110926,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/9ec60102-IMG_20220927_110926_flipped_jpg.rf.2a01f04adb6a7d63bb68055bc5045381.jpg,train
dataset_2,test,6916,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6916_jpg.rf.803bbed8891777df04376640980963f5.jpg,train
dataset_2,val,478e6508-IMG_20220927_110808,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/478e6508-IMG_20220927_110808_flipped_jpg.rf.0b66e9316cdbc61182246aab67fa86d1.jpg,train
dataset_2,train,e550029c-IMG_20220927_111714,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e550029c-IMG_20220927_111714_flipped_jpg.rf.a4590837fff42df66878657dd0b99b3b.jpg,train
dataset_2,val,b33c6ae8-IMG_20220927_111653,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b33c6ae8-IMG_20220927_111653_flipped_jpg.rf.adc5c206be013c249b9cf10788b4c92d.jpg,train
dataset_2,train,d7477a87-IMG_20220927_111450,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d7477a87-IMG_20220927_111450_jpg.rf.88780369cd2241a7990aac3d1914cc9b.jpg,train
dataset_2,train,3e64e202-IMG_20220927_111036,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/3e64e202-IMG_20220927_111036_jpg.rf.5a9ff114ad6fee7a256f62ba3898e5f0.jpg,train
dataset_2,train,096ccde6-test_image_37,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/096ccde6-test_image_37_flipped_jpg.rf.17b90291152081894cb73d7bee89055e.jpg,train
dataset_2,test,d7c3089e-test_image_44,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d7c3089e-test_image_44_jpg.rf.25a6ff21418842e392582bb2c80a2b8c.jpg,train
dataset_2,train,df129ca6-IMG_20220927_164836,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/df129ca6-IMG_20220927_164836_flipped_jpg.rf.9ca1c32e53ce714290434f9edcb21875.jpg,train
dataset_2,train,a4dd9128-IMG_20220927_164824,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/a4dd9128-IMG_20220927_164824_jpg.rf.b2f4a92ae61b9f4ed09119fd20081196.jpg,train
dataset_2,train,train_3_0_640,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_3_0_640_jpg.rf.e708974a3d39e2100c07d60ccd2ec62f.jpg,train
dataset_2,test,2ece555a-test_image_2,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/2ece555a-test_image_2_flipped_jpg.rf.9472837e24862d30d06443e31725f2a0.jpg,train
dataset_2,train,07ea92f2-test_image_44,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/07ea92f2-test_image_44_flipped_jpg.rf.5286a50a12950cde4563cef6c9a2efc0.jpg,train
dataset_2,val,46ea306b-IMG_20220927_111105,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/46ea306b-IMG_20220927_111105_jpg.rf.45017c2d1228f04542439acf6a80d90f.jpg,train
dataset_2,train,1a5da0ed-IMG_20220927_111101,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1a5da0ed-IMG_20220927_111101_jpg.rf.1bba4aefb7a4189a2ffe0464eb53cef7.jpg,train
dataset_2,train,f311ac59-test_image_54,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/f311ac59-test_image_54_jpg.rf.4455c76bed7a6d41e1283e49e8f8fe68.jpg,train
dataset_2,val,6292,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6292_jpg.rf.dd19611b5401699d8bd9c95aae1ef6bf.jpg,train
dataset_2,train,fbb28321-IMG_20220927_111208,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/fbb28321-IMG_20220927_111208_flipped_jpg.rf.1bbf2d9919c7ee79d23ad7a1958445a7.jpg,train
dataset_2,train,1729063781387,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781387_jpg.rf.75f3b73921827c48b8af7459739a76c7.jpg,train
dataset_2,train,7d64658d-IMG_20220927_110729,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/7d64658d-IMG_20220927_110729_jpg.rf.922d1c2f7ab15565f3c4049c1b4d4291.jpg,train
dataset_2,train,0a9e2232-test_image_42,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/0a9e2232-test_image_42_jpg.rf.2b71985877e956b19d2ae362a5782283.jpg,train
dataset_2,train,f8fdf29c-test_image_79,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/f8fdf29c-test_image_79_flipped_jpg.rf.637808bf29a77fafbd6024adc9564a04.jpg,train
dataset_2,val,da1804f2-IMG_20220927_164649,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/da1804f2-IMG_20220927_164649_flipped_jpg.rf.e3c1dbde8f509276a9c2f37503af421b.jpg,train
dataset_2,train,1728981480953,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1728981480953_jpg.rf.1931b0b22bacd0b662aec52a9daa1776.jpg,train
dataset_2,val,1729063781445,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781445_jpg.rf.e9bdf477fdb10962497b60b115305dc3.jpg,train
dataset_2,train,aa5307bd-test_image_9,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/aa5307bd-test_image_9_flipped_jpg.rf.0fc2778cbb7688776454168a6b737bde.jpg,train
dataset_2,test,dfdff0ad-IMG_20220927_111707,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/dfdff0ad-IMG_20220927_111707_jpg.rf.9ab96704325255fdc4460e80d19990ea.jpg,train
dataset_2,train,88b8e84a-IMG_20220927_111052,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/88b8e84a-IMG_20220927_111052_jpg.rf.ae752b8bce58130ed022ae5b2894d45b.jpg,train
dataset_2,train,be0aec3c-IMG_20220927_164643,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/be0aec3c-IMG_20220927_164643_jpg.rf.6918d6c4c1e7e03a4d52dd1f8037f099.jpg,train
dataset_2,train,0f187e80-test_image_6,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/0f187e80-test_image_6_jpg.rf.a3fe037047871b8afe1835329325523c.jpg,train
dataset_2,train,856adeae-IMG_20220923_135441,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/856adeae-IMG_20220923_135441_jpg.rf.eddc4eb5a8c35e15634cdb40e34ab0de.jpg,train
dataset_2,train,5d2a65ba-test_image_33,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/5d2a65ba-test_image_33_flipped_jpg.rf.f7dfc781d1774f1eeddf097916265e7b.jpg,train
dataset_2,val,1729063781020,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781020_jpg.rf.3278dcf70b09dfc4c9079c3977043225.jpg,train
dataset_2,train,f192d998-IMG_20220927_164855,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/f192d998-IMG_20220927_164855_flipped_jpg.rf.b72a8188ca4c7f416283b19cc25ba3ac.jpg,train
dataset_2,val,281ea002-IMG_20220927_111232,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/281ea002-IMG_20220927_111232_flipped_jpg.rf.5fc10d1e70e7002de185d08319d3b9c5.jpg,train
dataset_2,train,ac4c5ef8-IMG_20220927_111222,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ac4c5ef8-IMG_20220927_111222_jpg.rf.76e4b8ffac30a774b1f9932959deac32.jpg,train
dataset_2,train,c3df8ea0-IMG_20220927_111039,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c3df8ea0-IMG_20220927_111039_flipped_jpg.rf.fa3db69cef3b2f8249861d2b50ad79c3.jpg,train
dataset_2,train,1728981480974,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1728981480974_jpg.rf.c9466a6cd4fdd7af1a179826f8b9bbbc.jpg,train
dataset_2,train,fc9352b8-IMG_20220927_111701,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/fc9352b8-IMG_20220927_111701_jpg.rf.45e580d10cc50251f33ebebf74f52628.jpg,train
dataset_2,train,b90024d2-test_image_59,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b90024d2-test_image_59_flipped_jpg.rf.55ad0cdacce55cdc917eaa96055d66be.jpg,train
dataset_2,train,6031,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6031_jpg.rf.149fc388176adf80ee07021d29c65ccb.jpg,train
dataset_2,train,20241018_153755,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/20241018_153755_jpg.rf.f40d487ea674be4407cd2b34f83f589d.jpg,train
dataset_2,train,7bb6237c-IMG_20220927_164827,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/7bb6237c-IMG_20220927_164827_flipped_jpg.rf.c7f632dba7cae70a875ee1ca9c2e4a1a.jpg,train
dataset_2,train,d0a3f19b-IMG_20220927_111719,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d0a3f19b-IMG_20220927_111719_jpg.rf.ab61cc5e76732a5b53f809979a327204.jpg,train
dataset_2,train,9b99482b-IMG_20220927_164651,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/9b99482b-IMG_20220927_164651_flipped_jpg.rf.96684a66042206449667d3d902307127.jpg,train
dataset_2,train,1729063780665,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780665_jpg.rf.05fe7800e435ed5b7dd8b64e5adf3bda.jpg,train
